ID,LABEL,RULE
1757,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='33' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='15' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1758,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='2' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='56' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1759,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='46' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='29' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1760,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='44' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1761,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='15' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1762,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='12' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='17' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1763,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='10' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1764,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='36' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1765,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='15' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='16' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1766,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='23' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='39' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1767,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='3' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='17' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1768,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='32' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='37' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1769,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='29' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='6' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1770,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='16' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1771,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='15' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1772,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='47' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1773,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='15' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='4' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1774,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='18' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1775,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='56' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1776,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='17' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1777,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='15' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='27' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1778,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='38' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1779,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='32' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='9' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1780,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='26' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='5' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1781,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='22' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='5' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1782,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='38' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='10' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1783,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='34' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='23' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1784,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='31' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='30' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1785,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='27' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1786,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='36' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='40' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1787,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='16' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='9' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1788,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='6' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='11' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1789,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='13' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1790,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='8' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='11' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1791,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='17' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1792,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='8' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='5' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1793,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='7' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1794,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1795,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='28' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1796,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='54' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='46' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1797,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='16' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1798,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='26' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1799,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='6' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='15' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1800,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='28' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='36' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1801,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='21' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1802,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='27' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1803,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='24' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='12' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1804,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='13' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1805,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='33' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='19' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1806,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='6' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1807,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='43' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='39' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1808,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='37' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='30' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1809,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='19' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='12' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1810,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='18' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='16' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1811,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='29' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='35' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
1812,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='37' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='15' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
