URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/job/job-hotjobs/0982.htm","Canoga Park, CA; Northridge, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1791.htm","Rapid City, SD; Pierre, SD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1290.htm","Reston, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1843.htm","Irvine, CA; Newport Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1555.htm","Lakewood, NJ; Toms River, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1006.htm","Redwood City, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1660.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1501.htm","Hollywood, CA; Burbank, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1248.htm","Pittsburgh, PA; Canonsburg, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1036.htm","Atlanta, GA; Marietta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1797.htm","Manhattan, NY; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0952.htm","Chicago, IL; Schaumburg, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1352.htm","San Jose, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0957.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1355.htm","Sunset Valley , TX; Austin, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/0942.htm","San Francisco, CA; Daly City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1709.htm","San Francisco, CA; Daly City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1632.htm","Fort Meade, MD; Jessup, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1887.htm","Mountain View, CA; Palo Alto, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1340.htm","Arlington, VA; Falls Church, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0983.htm","Newport Beach, CA; Santa Ana, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1627.htm","Fontana, CA; Riverside, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1241.htm","Burbank, CA; Pasadena, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1281.htm","Los Angeles, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1704.htm","Fort Meade, MD; Maryland City, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1385.htm","Irvine, CA; Palm Springs, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1226.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1734.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1690.htm","Denver, CO; Colorado Springs, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1838.htm","San Rafael, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0892.htm","Irvine , CA; Costa Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1621.htm","Covington, KY; Cincinnati, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1606.htm","Elkhart, IN; Mishawaka, IN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1044.htm","Houston, TX; North Houston, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1260.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1491.htm","Saint Louis, MO; Clayton, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/0968.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1532.htm","San Rafael, CA; Woodacre, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1135.htm","Newport Beach, CA; Santa Ana, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1183.htm","Burlington, MA; Lexington, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1338.htm","New York City, NY; Hoboken, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1343.htm","San Rafael, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1461.htm","Pasadena, CA; Glendale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1146.htm","Newport Beach, CA; Santa Ana, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1175.htm","Arlington, VA; Vienna, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1162.htm","Boston , MA; Waltham, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1818.htm","Fort Meade, MD; Severn, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1492.htm","Boston, MA; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1821.htm","Marlborough, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0976.htm","Manhattan Beach, CA; El Segundo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1318.htm","Oklahoma City , OK; Norman, OK"
"/media/Dados/bases/SWDE/job/job-hotjobs/1063.htm","Yardley, PA; Trenton, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1574.htm","Melville, NY; Hicksville, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1314.htm","Hollywood, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1615.htm","Boulder, CO; Denver, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1486.htm","new haven, CT; Fairfield, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1299.htm","San Francisco, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0973.htm","Newton, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1793.htm","Chicago, IL; Saint Louis, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1688.htm","Canonsburg, PA; Pittsburgh, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1302.htm","Cincinnati, OH; Covington, KY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1144.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1267.htm","Marlborough, MA; Westborough, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0927.htm","San Francisco , CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1467.htm","Bellevue, WA; Seattle, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0990.htm","San Francisco, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1702.htm","tampa, FL; Huntsville, AL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1498.htm","Anaheim, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1528.htm","Dallas, TX; Arlington, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1356.htm","San Diego, CA; Escondido, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1295.htm","Ann Arbor, MI; Ypsilanti, MI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1236.htm","Los Angeles, CA; Phoenix, AZ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1249.htm","Trenton , NJ; Bordentown, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1587.htm","North Hollywood, CA; Toluca Lake, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1168.htm","San Diego, CA; La Jolla, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1730.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1297.htm","San Francisco, CA; Daly City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0911.htm","Brooklyn, NY; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1349.htm","Fort Meade, MD; Annapolis Junction, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1293.htm","Fort Meade, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0888.htm","Thousand Oaks, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1413.htm","Mountain View, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0924.htm","Granada Hills, CA; Sherman Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1152.htm","Nashville, TN; Louisville, KY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1663.htm","Graton, CA; Santa Rosa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0958.htm","Washington, DC; Anacostia, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1789.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1584.htm","Cambridge, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1717.htm","Portland, ME; Portsmouth, NH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1291.htm","Reston, VA; McLean, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0992.htm","Redwood City, CA; Menlo Park, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1564.htm","Irvine , CA; Tustin, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1440.htm","Reston, VA; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1477.htm","New York City, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1388.htm","Akron, OH; Garfield Heights, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1658.htm","Miami, FL; Orlando, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1800.htm","Boston, MA; Stamford, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1456.htm","Cincinnati, OH; Akron, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1548.htm","New York, NY; Norwalk, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1391.htm","Santa Ana, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1313.htm","Hoboken, NJ; Newark, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1169.htm","San Francisco, CA; Oakland, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1604.htm","Sterling, VA; Quantico, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0989.htm","New York City, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1750.htm","Union, NJ; Summit, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1414.htm","Boston, MA; Newton, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1716.htm","Carson, CA; Palos Verdes Estates, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1304.htm","Boston , MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1253.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1345.htm","Andover, MA; Methuen, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1781.htm","Huntington Beach, CA; Garden Grove, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1803.htm","Irving, TX; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1552.htm","Sunnyvale, CA; Berkeley, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0986.htm","San Francisco, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1774.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1579.htm","Austin, TX; West Lake Hills, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1670.htm","Manhattan, NY; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1070.htm","San Jose, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1370.htm","Arlington, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1599.htm","Cupertino, CA; Campbell, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1738.htm","Boston, MA; Atlanta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1805.htm","Los Angeles, CA; Beverly Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1080.htm","Los Angeles, CA; Pasadena, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1120.htm","Belle Haven, VA; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1561.htm","Chicago, IL; Atlanta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1288.htm","Columbus, OH; Cincinnati, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1298.htm","Columbus, OH; Worthington, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1873.htm","Edinburg, TX; Pharr, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1487.htm","New York City, NY; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1795.htm","Woodland Hills, CA; Agoura Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1075.htm","Downers Grove, IL; Westmont, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1620.htm","South Bend, IN; Granger, IN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1319.htm","Lehi, UT; Sandy, UT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1362.htm","Irvine, CA; Long Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1056.htm","Costa Mesa, CA; Tustin, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1489.htm","Gardena, CA; Torrance, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1783.htm","Huntsville, AL; Birmingham, AL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1010.htm","Columbia, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1172.htm","Columbia, MD; Baltimore, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1513.htm","Washington, DC; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1401.htm","Atlanta, GA; Smyrna, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1516.htm","Houston, TX; Sugar Land, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1197.htm","Minneapolis, MN; Detroit, MI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1529.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1452.htm","Lafayette, IN; Kokomo, IN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1613.htm","Tustin, CA; Costa Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1566.htm","Bridgewater, NJ; Somerville, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1443.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1301.htm","Reston, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1628.htm","Santa Clarita, CA; Valencia, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1072.htm","Newport Beach, CA; Costa Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1514.htm","Norwood, MA; Dedham, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0940.htm","Fort Meade, MD; Maryland City, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0896.htm","Simi Valley, CA; Thousand Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1695.htm","Minneapolis, MN; Pittsburgh, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1439.htm","San Diego, CA; La Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1676.htm","Springfield, VA; Alexandria, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1138.htm","Orlando, FL; Lake Mary, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1149.htm","Aliso Viejo, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1678.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1807.htm","San Jose, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1557.htm","Sunnyvale, CA; Cupertino, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1305.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0949.htm","Kirkland, WA; Redmond, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1184.htm","chicago, IL; alameda, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1210.htm","Forest Hills, PA; Pittsburgh, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1003.htm","Orem, UT; Provo, UT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1178.htm","Baltimore, MD; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1469.htm","Bellevue, WA; Seattle, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0946.htm","Philadelphia, PA; Chicago, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/0971.htm","Manhattan Beach, CA; Redondo Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1578.htm","Woonsocket , RI; Lincoln, RI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1366.htm","Santa Monica , CA; Century City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1330.htm","Houston, TX; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1059.htm","Denver, CO; Littleton, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1460.htm","Sunnyvale, CA; Santa clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1673.htm","Encino, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1132.htm","Oklahoma City, OK; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1136.htm","New York City, NY; Hoboken, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1687.htm","San Jose, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1360.htm","Houston, TX; Katy, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1792.htm","San Francisco, CA; Oakland, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1154.htm","Ithaca, NY; Syracuse, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1035.htm","Saint Louis, MO; Richmond Heights, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/0919.htm","Pleasanton, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1903.htm","Saint Louis, MO; Saint Charles, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1473.htm","North Hollywood, CA; Toluca Lake, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1350.htm","Denver, CO; Boulder, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1060.htm","Dover, DE; Camden, DE"
"/media/Dados/bases/SWDE/job/job-hotjobs/1193.htm","Modesto, CA; Stockton, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1493.htm","San Francisco, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1485.htm","Burbank, CA; Universal City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1155.htm","Irvine , CA; Tustin, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1806.htm","New York, NY; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0988.htm","New York City, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1715.htm","McLean, VA; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0997.htm","Stamford, CT; Norwalk, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1333.htm","Beverly Hills, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1684.htm","Los Angeles, CA; Beverly Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1505.htm","San Francisco, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1283.htm","Laurel, MD; Crofton, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1563.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1542.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1245.htm","Newton, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1061.htm","Marlborough, MA; Westborough, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1524.htm","Newton, MA; boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1307.htm","Pasadena, CA; Glendale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1116.htm","Santa Clara, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1580.htm","Century City, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1390.htm","Manhattan Beach, CA; El Segundo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1680.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1204.htm","Columbia, MD; Silver Spring, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0893.htm","Seattle, WA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1233.htm","Taunton, MA; Middleboro, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1246.htm","Chicago, IL; Saint Louis, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1898.htm","madera, CA; Merced, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1309.htm","San Leandro, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1884.htm","Birmingham, AL; Denver, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1004.htm","Woonsocket, RI; Lincoln, RI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1519.htm","Chino, CA; Pomona, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1840.htm","Knoxville, TN; Nashville, TN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1601.htm","Hoboken, NJ; Newark, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/0951.htm","Mountain View, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1199.htm","Santa Clara, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1466.htm","Concord, NH; Lebanon, NH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1831.htm","Westlake Village, CA; Thousand Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1001.htm","Fort Meade, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1163.htm","Philadelphia, PA; Camden, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1081.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1095.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0914.htm","Waukesha, WI; Milwaukee, WI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1342.htm","Phoenix, AZ; Chicago, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1123.htm","Glendale, CA; North Hollywood, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1748.htm","Schenectady, NY; Albany, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1766.htm","Santa Ana, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1558.htm","Newark, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0978.htm","San Francisco, CA; Oakland, NE"
"/media/Dados/bases/SWDE/job/job-hotjobs/1545.htm","Baltimore, MD; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0922.htm","Edison, NJ; Princeton, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1448.htm","San Jose, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0903.htm","Baton Rouge , LA; Lafayette, LA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1892.htm","Chicago, IL; Oak Park, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1451.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1756.htm","Rockville, MD; North Bethesda, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1157.htm","Elkhart, IN; South Bend, IN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1539.htm","San Rafael, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1171.htm","Mountain View, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1522.htm","Telford, PA; Quakertown, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1503.htm","Chantilly, VA; Reston, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0906.htm","San Francisco, CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1062.htm","Irving, TX; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1041.htm","Reston, VA; McLean, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1228.htm","Edison, NJ; Elizabeth, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1816.htm","Los Angeles, CA; Beverly Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1270.htm","Irvine, CA; Long Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1103.htm","Renton, WA; Seattle, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1441.htm","Newport Beach, CA; Costa Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1527.htm","Arlington, VA; Vienna, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1686.htm","Boston, MA; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0970.htm","Beverly Hills, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1782.htm","Irvine, CA; Riverside, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1808.htm","Hawthorne, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1402.htm","Cleveland, OH; Orlando, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1091.htm","milpitas, CA; san jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1111.htm","Houston, TX; Katy, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1699.htm","New York City, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1666.htm","Oklahoma City, OK; Norman, OK"
"/media/Dados/bases/SWDE/job/job-hotjobs/1616.htm","Van Nuys, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1681.htm","Reseda, CA; Sherman Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0962.htm","El Segundo, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1705.htm","Philadelphia, PA; Trenton, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1778.htm","Culver City, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0975.htm","Melville, NY; Hicksville, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1185.htm","San Francisco, CA; San Bruno, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1326.htm","Clarksburg, WV; Bridgeport, WV"
"/media/Dados/bases/SWDE/job/job-hotjobs/1380.htm","Palo Alto, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1889.htm","Mercer Island, WA; Redmond, WA"
